2026-05-24 01:18:21 | ERROR | redis_service | ❌ Redis connection failed: Port could not be cast to integer value as '6379"'
Traceback (most recent call last):
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\services\redis_service.py", line 53, in connect
    self.redis_client = redis.from_url(
                        ^^^^^^^^^^^^^^^
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\venv\Lib\site-packages\redis\asyncio\utils.py", line 16, in from_url
    return Redis.from_url(url, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\venv\Lib\site-packages\redis\asyncio\client.py", line 163, in from_url
    connection_pool = ConnectionPool.from_url(url, **kwargs)
                      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\venv\Lib\site-packages\redis\asyncio\connection.py", line 1006, in from_url
    url_options = parse_url(url)
                  ^^^^^^^^^^^^^^
  File "C:\Users\sucha\Downloads\portfolio\portfolio\ml-backend\venv\Lib\site-packages\redis\asyncio\connection.py", line 924, in parse_url
    if parsed.port:
       ^^^^^^^^^^^
  File "C:\Program Files\Python311\Lib\urllib\parse.py", line 182, in port
    raise ValueError(f"Port could not be cast to integer value as {port!r}")
2026-05-24 02:44:40 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:40 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:40 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:41 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:41 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:41 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:41 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:42 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:42 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:42 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:42 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:43 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:43 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:43 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:44 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:44 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:44 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:44 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:44:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:38 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:38 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:38 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:38 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:38 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:38 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:39 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:45:40 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:41 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:41 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:41 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:41 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:42 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:42 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:42 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:43 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:43 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:43 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:43 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:44 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:44 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:44 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:46 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:46 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:46 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:47 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:47 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:47 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:47 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:48 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:48 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:48 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:45:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:44 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:45 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:46 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:46 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:46 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:46 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:46 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:46 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:46 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:46:46 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:46 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:47 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:47 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:47 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:48 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:48 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:48 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:48 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:50 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:50 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:50 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:50 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:46:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:48 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:49 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'predictions'
'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:50 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:51 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:52 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:53 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:47:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:53 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:54 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'predictions'
'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:48:55 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:56 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:57 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:58 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:48:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:01 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:02 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:03 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:04 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:04 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:04 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:05 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:49:59 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'predictions'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
2026-05-24 02:50:00 | INFO | redis_service | Published message to 'news_headlines'
